version,account_id,interface_id,src_addr,dst_addr,src_port,dst_port,protocol,protocol_name,packets,bytes,start_time,end_time,timestamp_iso,action,log_status,tier,scenario
2,123456789012,eni-01a_alb_01,198.51.100.210,10.0.1.15,46246,443,6,TCP,14,14462,1786813418,1786813460,2026-08-15 17:03:38 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01b_alb_02,203.0.113.155,10.0.2.18,39916,443,6,TCP,38,21280,1786813432,1786813472,2026-08-15 17:03:52 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_alb_01,203.0.113.155,10.0.1.15,50090,443,6,TCP,36,47016,1786813444,1786813482,2026-08-15 17:04:04 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-100a_rds_01,141.98.11.88,10.0.200.14,34846,1433,6,TCP,2,108,1786813452,1786813489,2026-08-15 17:04:12 UTC,REJECT,OK,Database,SECURITY ALERT: Unauthorized External DB Probe (Blocked by SG)
2,123456789012,eni-01a_alb_01,192.0.2.77,10.0.1.15,45500,80,6,TCP,45,15705,1786813469,1786813517,2026-08-15 17:04:29 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_alb_01,198.51.100.210,10.0.1.15,50995,443,6,TCP,25,9975,1786813488,1786813540,2026-08-15 17:04:48 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_alb_01,203.0.113.155,10.0.1.15,39791,443,6,TCP,28,20076,1786813501,1786813552,2026-08-15 17:05:01 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-10a_app_01,10.0.1.15,10.0.10.45,50967,8080,6,TCP,27,20169,1786813514,1786813544,2026-08-15 17:05:14 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-01a_nat_01,10.0.10.45,52.216.128.32,57254,443,6,TCP,148,157176,1786813524,1786813577,2026-08-15 17:05:24 UTC,ACCEPT,OK,Public,Private Subnet Egress via NAT Gateway
2,123456789012,eni-10a_app_01,10.0.2.18,10.0.10.45,51259,8080,6,TCP,25,30650,1786813540,1786813597,2026-08-15 17:05:40 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-20b_app_02,10.0.2.18,10.0.20.78,49670,8080,6,TCP,49,64337,1786813560,1786813580,2026-08-15 17:06:00 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-100a_rds_01,194.26.29.112,10.0.100.12,55470,9200,6,TCP,1,44,1786813573,1786813600,2026-08-15 17:06:13 UTC,REJECT,OK,Database,SECURITY ALERT: Port Scanning Reconnaissance (Blocked by NACL/SG)
2,123456789012,eni-10a_app_01,10.0.1.15,10.0.10.45,33566,8080,6,TCP,25,14350,1786813590,1786813616,2026-08-15 17:06:30 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-01a_alb_01,198.51.100.42,10.0.1.15,42683,443,6,TCP,35,13965,1786813597,1786813621,2026-08-15 17:06:37 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-100a_rds_01,10.0.20.78,10.0.100.12,45718,5432,6,TCP,15,15915,1786813615,1786813662,2026-08-15 17:06:55 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-10a_app_01,10.0.2.18,10.0.10.45,56789,8080,6,TCP,26,19318,1786813624,1786813675,2026-08-15 17:07:04 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-01b_alb_02,203.0.113.15,10.0.2.18,45291,80,6,TCP,38,17290,1786813649,1786813692,2026-08-15 17:07:29 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01b_alb_02,203.0.113.155,10.0.2.18,33641,443,6,TCP,19,26239,1786813660,1786813686,2026-08-15 17:07:40 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_bas_01,194.26.29.112,10.0.1.200,42851,22,6,TCP,4,256,1786813669,1786813724,2026-08-15 17:07:49 UTC,REJECT,OK,Public,SECURITY ALERT: Unauthorized SSH Attempt (Blocked by SG)
2,123456789012,eni-01b_alb_02,198.51.100.101,10.0.2.18,52834,443,6,TCP,36,39708,1786813692,1786813723,2026-08-15 17:08:12 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01b_alb_02,203.0.113.88,10.0.2.18,64610,443,6,TCP,28,18564,1786813698,1786813717,2026-08-15 17:08:18 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_alb_01,203.0.113.155,10.0.1.15,53567,80,6,TCP,28,34748,1786813720,1786813756,2026-08-15 17:08:40 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-10a_app_01,10.0.2.18,10.0.10.45,54979,8080,6,TCP,26,26312,1786813734,1786813773,2026-08-15 17:08:54 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-10a_app_01,10.0.1.15,10.0.10.45,59524,8080,6,TCP,21,16800,1786813747,1786813767,2026-08-15 17:09:07 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-01a_bas_01,185.220.101.5,10.0.1.200,45134,22,6,TCP,1,64,1786813755,1786813804,2026-08-15 17:09:15 UTC,REJECT,OK,Public,SECURITY ALERT: Unauthorized SSH Attempt (Blocked by SG)
2,123456789012,eni-01a_alb_01,203.0.113.88,10.0.1.15,62678,80,6,TCP,11,15708,1786813776,1786813792,2026-08-15 17:09:36 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-100a_rds_01,10.0.20.78,10.0.100.12,63350,5432,6,TCP,61,100040,1786813787,1786813818,2026-08-15 17:09:47 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-01a_alb_01,203.0.113.88,10.0.1.15,65021,443,6,TCP,27,28269,1786813806,1786813858,2026-08-15 17:10:06 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01b_alb_02,198.51.100.210,10.0.2.18,45984,443,6,TCP,41,53997,1786813813,1786813850,2026-08-15 17:10:13 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_alb_01,198.51.100.210,10.0.1.15,60147,80,6,TCP,14,11718,1786813830,1786813875,2026-08-15 17:10:30 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_alb_01,192.0.2.77,10.0.1.15,39250,443,6,TCP,44,53372,1786813848,1786813905,2026-08-15 17:10:48 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01b_alb_02,198.51.100.101,10.0.2.18,36681,80,6,TCP,34,31144,1786813856,1786813914,2026-08-15 17:10:56 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-100a_rds_01,10.0.20.78,10.0.100.12,36257,5432,6,TCP,28,64120,1786813875,1786813899,2026-08-15 17:11:15 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-10a_app_01,10.0.2.18,10.0.10.45,44163,8080,6,TCP,53,67204,1786813885,1786813933,2026-08-15 17:11:25 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-20b_app_02,10.0.1.15,10.0.20.78,45864,8080,6,TCP,39,19812,1786813908,1786813928,2026-08-15 17:11:48 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-01a_alb_01,198.51.100.101,10.0.1.15,48362,80,6,TCP,20,19580,1786813920,1786813955,2026-08-15 17:12:00 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-10a_app_01,10.0.2.18,10.0.10.45,45959,8080,6,TCP,34,31484,1786813929,1786813980,2026-08-15 17:12:09 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-01b_alb_02,203.0.113.155,10.0.2.18,50482,80,6,TCP,23,31073,1786813945,1786813977,2026-08-15 17:12:25 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_alb_01,203.0.113.155,10.0.1.15,42240,80,6,TCP,45,23940,1786813965,1786813991,2026-08-15 17:12:45 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_alb_01,203.0.113.15,10.0.1.15,35992,443,6,TCP,31,35774,1786813971,1786813991,2026-08-15 17:12:51 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-10a_app_01,10.0.1.15,10.0.10.45,60351,8080,6,TCP,47,35485,1786813991,1786814016,2026-08-15 17:13:11 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-100a_rds_01,10.0.10.45,10.0.100.12,39771,5432,6,TCP,96,184128,1786814003,1786814033,2026-08-15 17:13:23 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-10a_app_01,10.0.1.15,10.0.10.45,42187,8080,6,TCP,34,37740,1786814021,1786814079,2026-08-15 17:13:41 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-100a_rds_01,10.0.10.45,10.0.100.12,52577,5432,6,TCP,85,144330,1786814036,1786814075,2026-08-15 17:13:56 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-01a_alb_01,198.51.100.210,10.0.1.15,42368,443,6,TCP,32,21920,1786814042,1786814084,2026-08-15 17:14:02 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-100a_rds_01,141.98.11.88,10.0.100.12,51158,1433,6,TCP,1,54,1786814059,1786814099,2026-08-15 17:14:19 UTC,REJECT,OK,Database,SECURITY ALERT: Unauthorized External DB Probe (Blocked by SG)
2,123456789012,eni-100a_rds_01,10.0.10.45,10.0.100.12,62290,5432,6,TCP,82,109880,1786814075,1786814133,2026-08-15 17:14:35 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-20b_app_02,10.0.2.18,10.0.20.78,53201,8080,6,TCP,60,44700,1786814089,1786814145,2026-08-15 17:14:49 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-10a_app_01,185.220.101.5,10.0.10.45,62622,27017,6,TCP,1,44,1786814103,1786814118,2026-08-15 17:15:03 UTC,REJECT,OK,Application,SECURITY ALERT: Port Scanning Reconnaissance (Blocked by NACL/SG)
2,123456789012,eni-01b_alb_02,198.51.100.101,10.0.2.18,49512,80,6,TCP,11,10813,1786814124,1786814151,2026-08-15 17:15:24 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-20b_app_02,10.0.1.15,10.0.20.78,46041,8080,6,TCP,23,33258,1786814138,1786814194,2026-08-15 17:15:38 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-100a_rds_01,10.0.20.78,10.0.100.12,48197,5432,6,TCP,35,31185,1786814147,1786814203,2026-08-15 17:15:47 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-100a_rds_01,10.0.20.78,10.0.100.12,37008,5432,6,TCP,105,158130,1786814160,1786814201,2026-08-15 17:16:00 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-100a_rds_01,10.0.10.45,10.0.100.12,55671,5432,6,TCP,45,58680,1786814181,1786814241,2026-08-15 17:16:21 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-20b_app_02,10.0.1.15,10.0.20.78,42226,8080,6,TCP,32,38016,1786814192,1786814232,2026-08-15 17:16:32 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-10a_app_01,10.0.2.18,10.0.10.45,62288,8080,6,TCP,36,31320,1786814207,1786814262,2026-08-15 17:16:47 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-01a_alb_01,203.0.113.88,10.0.1.15,54019,443,6,TCP,40,54480,1786814220,1786814241,2026-08-15 17:17:00 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_bas_01,141.98.11.88,10.0.1.200,55236,22,6,TCP,2,128,1786814237,1786814282,2026-08-15 17:17:17 UTC,REJECT,OK,Public,SECURITY ALERT: Unauthorized SSH Attempt (Blocked by SG)
2,123456789012,eni-100a_rds_01,10.0.20.78,10.0.100.12,57019,5432,6,TCP,74,152366,1786814246,1786814274,2026-08-15 17:17:26 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-01a_alb_01,192.0.2.22,10.0.1.15,62527,80,6,TCP,36,17964,1786814259,1786814297,2026-08-15 17:17:39 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-20b_app_02,10.0.2.18,10.0.20.78,57482,8080,6,TCP,42,42378,1786814275,1786814334,2026-08-15 17:17:55 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-01b_alb_02,203.0.113.88,10.0.2.18,39957,80,6,TCP,35,42945,1786814289,1786814328,2026-08-15 17:18:09 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_alb_01,198.51.100.210,10.0.1.15,34582,80,6,TCP,32,45856,1786814307,1786814344,2026-08-15 17:18:27 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-100a_rds_01,10.0.20.78,10.0.100.12,35253,5432,6,TCP,104,212368,1786814322,1786814342,2026-08-15 17:18:42 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-01a_alb_01,203.0.113.88,10.0.1.15,52465,443,6,TCP,42,21966,1786814335,1786814378,2026-08-15 17:18:55 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01b_alb_02,203.0.113.88,10.0.2.18,34769,80,6,TCP,38,21318,1786814351,1786814409,2026-08-15 17:19:11 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-20b_app_02,10.0.2.18,10.0.20.78,35023,8080,6,TCP,26,25714,1786814363,1786814393,2026-08-15 17:19:23 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-100a_rds_01,10.0.10.45,10.0.100.12,36846,5432,6,TCP,111,194028,1786814378,1786814427,2026-08-15 17:19:38 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-10a_app_01,10.0.2.18,10.0.10.45,48184,8080,6,TCP,50,64050,1786814393,1786814429,2026-08-15 17:19:53 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-01b_alb_02,198.51.100.210,10.0.2.18,35993,443,6,TCP,15,5745,1786814405,1786814431,2026-08-15 17:20:05 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-100a_rds_01,91.240.118.172,10.0.100.12,31454,3306,6,TCP,1,54,1786814418,1786814462,2026-08-15 17:20:18 UTC,REJECT,OK,Database,SECURITY ALERT: Unauthorized External DB Probe (Blocked by SG)
2,123456789012,eni-01a_bas_01,91.240.118.172,10.0.1.200,49648,22,6,TCP,1,64,1786814434,1786814472,2026-08-15 17:20:34 UTC,REJECT,OK,Public,SECURITY ALERT: Unauthorized SSH Attempt (Blocked by SG)
2,123456789012,eni-01b_alb_02,198.51.100.42,10.0.2.18,37470,443,6,TCP,34,14382,1786814446,1786814475,2026-08-15 17:20:46 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01b_alb_02,198.51.100.210,10.0.2.18,46655,443,6,TCP,28,11508,1786814467,1786814512,2026-08-15 17:21:07 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_alb_01,192.0.2.77,10.0.1.15,42811,80,6,TCP,34,26758,1786814477,1786814501,2026-08-15 17:21:17 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-100a_rds_01,185.220.101.5,10.0.100.12,30775,3306,6,TCP,3,162,1786814489,1786814539,2026-08-15 17:21:29 UTC,REJECT,OK,Database,SECURITY ALERT: Unauthorized External DB Probe (Blocked by SG)
2,123456789012,eni-01b_alb_02,198.51.100.101,10.0.2.18,49691,80,6,TCP,19,17993,1786814503,1786814551,2026-08-15 17:21:43 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_alb_01,203.0.113.88,10.0.1.15,55613,443,6,TCP,30,31170,1786814522,1786814574,2026-08-15 17:22:02 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01b_alb_02,198.51.100.101,10.0.2.18,48883,80,6,TCP,35,46410,1786814536,1786814558,2026-08-15 17:22:16 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01b_alb_02,198.51.100.101,10.0.2.18,64680,80,6,TCP,16,13104,1786814549,1786814589,2026-08-15 17:22:29 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_alb_01,203.0.113.88,10.0.1.15,56419,80,6,TCP,43,39259,1786814566,1786814587,2026-08-15 17:22:46 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-100a_rds_01,10.0.20.78,10.0.100.12,37963,5432,6,TCP,111,95127,1786814583,1786814642,2026-08-15 17:23:03 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-01a_alb_01,192.0.2.77,10.0.1.15,45299,443,6,TCP,43,18232,1786814591,1786814625,2026-08-15 17:23:11 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_alb_01,203.0.113.15,10.0.1.15,37286,80,6,TCP,45,45495,1786814603,1786814658,2026-08-15 17:23:23 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-20b_app_02,10.0.1.15,10.0.20.78,43714,8080,6,TCP,19,26030,1786814619,1786814648,2026-08-15 17:23:39 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-20b_app_02,10.0.2.18,10.0.20.78,61048,8080,6,TCP,34,37774,1786814633,1786814675,2026-08-15 17:23:53 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-01b_alb_02,192.0.2.22,10.0.2.18,61575,80,6,TCP,29,23142,1786814656,1786814713,2026-08-15 17:24:16 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_alb_01,198.51.100.42,10.0.1.15,33401,443,6,TCP,10,13850,1786814665,1786814703,2026-08-15 17:24:25 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_alb_01,198.51.100.42,10.0.1.15,39029,443,6,TCP,19,14497,1786814683,1786814721,2026-08-15 17:24:43 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-100a_rds_01,10.0.10.45,10.0.100.12,45274,5432,6,TCP,115,211255,1786814698,1786814750,2026-08-15 17:24:58 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-10a_app_01,10.0.1.15,10.0.10.45,51828,8080,6,TCP,52,61308,1786814706,1786814742,2026-08-15 17:25:06 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-10a_app_01,10.0.2.18,10.0.10.45,65263,8080,6,TCP,54,64962,1786814719,1786814757,2026-08-15 17:25:19 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-10a_app_01,10.0.1.15,10.0.10.45,55525,8080,6,TCP,37,43031,1786814733,1786814787,2026-08-15 17:25:33 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-100a_rds_01,10.0.10.45,10.0.100.12,62681,5432,6,TCP,84,170940,1786814753,1786814774,2026-08-15 17:25:53 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-100a_rds_01,185.220.101.5,10.0.200.14,59587,27017,6,TCP,1,54,1786814762,1786814821,2026-08-15 17:26:02 UTC,REJECT,OK,Database,SECURITY ALERT: Unauthorized External DB Probe (Blocked by SG)
2,123456789012,eni-01b_alb_02,203.0.113.15,10.0.2.18,63030,80,6,TCP,39,15717,1786814786,1786814809,2026-08-15 17:26:26 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-20b_app_02,10.0.2.18,10.0.20.78,33710,8080,6,TCP,35,30660,1786814798,1786814858,2026-08-15 17:26:38 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-01b_alb_02,198.51.100.210,10.0.2.18,38619,80,6,TCP,15,7890,1786814805,1786814837,2026-08-15 17:26:45 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-100a_rds_01,10.0.20.78,10.0.100.12,59665,5432,6,TCP,94,133856,1786814823,1786814853,2026-08-15 17:27:03 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-01b_alb_02,203.0.113.88,10.0.2.18,38733,443,6,TCP,24,14328,1786814838,1786814856,2026-08-15 17:27:18 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-100a_rds_01,10.0.10.45,10.0.100.12,61479,5432,6,TCP,120,218160,1786814854,1786814900,2026-08-15 17:27:34 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-100a_rds_01,10.0.10.45,10.0.100.12,38126,5432,6,TCP,104,99008,1786814873,1786814897,2026-08-15 17:27:53 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-01a_alb_01,198.51.100.210,10.0.1.15,63844,80,6,TCP,41,59368,1786814883,1786814933,2026-08-15 17:28:03 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-100a_rds_01,185.220.101.5,10.0.100.12,38521,27017,6,TCP,2,108,1786814897,1786814933,2026-08-15 17:28:17 UTC,REJECT,OK,Database,SECURITY ALERT: Unauthorized External DB Probe (Blocked by SG)
2,123456789012,eni-100a_rds_01,185.220.101.5,10.0.100.12,53678,27017,6,TCP,1,54,1786814911,1786814944,2026-08-15 17:28:31 UTC,REJECT,OK,Database,SECURITY ALERT: Unauthorized External DB Probe (Blocked by SG)
2,123456789012,eni-100a_rds_01,10.0.10.45,10.0.100.12,45185,5432,6,TCP,53,77221,1786814926,1786814947,2026-08-15 17:28:46 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-01b_alb_02,198.51.100.42,10.0.2.18,61151,443,6,TCP,39,17355,1786814941,1786814984,2026-08-15 17:29:01 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01b_alb_02,203.0.113.15,10.0.2.18,54155,80,6,TCP,44,13508,1786814950,1786815004,2026-08-15 17:29:10 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01b_alb_02,192.0.2.77,10.0.2.18,52323,80,6,TCP,22,30800,1786814968,1786815015,2026-08-15 17:29:28 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01b_alb_02,203.0.113.155,10.0.2.18,49184,443,6,TCP,19,25555,1786814985,1786815025,2026-08-15 17:29:45 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_alb_01,198.51.100.210,10.0.1.15,60957,443,6,TCP,8,5312,1786814996,1786815050,2026-08-15 17:29:56 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_bas_01,185.220.101.5,10.0.1.200,54134,22,6,TCP,4,256,1786815011,1786815053,2026-08-15 17:30:11 UTC,REJECT,OK,Public,SECURITY ALERT: Unauthorized SSH Attempt (Blocked by SG)
2,123456789012,eni-01a_alb_01,192.0.2.77,10.0.1.15,42116,80,6,TCP,42,52710,1786815029,1786815069,2026-08-15 17:30:29 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01b_alb_02,192.0.2.77,10.0.2.18,35364,80,6,TCP,25,33625,1786815039,1786815057,2026-08-15 17:30:39 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-10a_app_01,10.0.1.15,10.0.10.45,34278,8080,6,TCP,44,55880,1786815058,1786815075,2026-08-15 17:30:58 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-01a_alb_01,198.51.100.101,10.0.1.15,36164,443,6,TCP,23,13915,1786815067,1786815116,2026-08-15 17:31:07 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-20b_app_02,10.0.1.15,10.0.20.78,34614,8080,6,TCP,27,39231,1786815084,1786815102,2026-08-15 17:31:24 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-01a_alb_01,203.0.113.88,10.0.1.15,49869,443,6,TCP,10,3430,1786815100,1786815135,2026-08-15 17:31:40 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_nat_01,10.0.10.45,52.216.128.32,47324,443,6,TCP,150,192600,1786815117,1786815152,2026-08-15 17:31:57 UTC,ACCEPT,OK,Public,Private Subnet Egress via NAT Gateway
2,123456789012,eni-10a_app_01,10.0.1.15,10.0.10.45,55906,8080,6,TCP,55,78595,1786815132,1786815165,2026-08-15 17:32:12 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-01b_alb_02,198.51.100.42,10.0.2.18,50430,80,6,TCP,33,32142,1786815139,1786815170,2026-08-15 17:32:19 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_alb_01,203.0.113.15,10.0.1.15,60111,80,6,TCP,31,42067,1786815161,1786815215,2026-08-15 17:32:41 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-20b_app_02,10.0.2.18,10.0.20.78,63261,8080,6,TCP,47,26931,1786815169,1786815192,2026-08-15 17:32:49 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-100a_rds_01,10.0.20.78,10.0.100.12,33573,5432,6,TCP,65,138775,1786815179,1786815238,2026-08-15 17:32:59 UTC,ACCEPT,OK,Database,App to RDS PostgreSQL (Allowed by SG)
2,123456789012,eni-10a_app_01,10.0.2.18,10.0.10.45,65113,8080,6,TCP,36,40248,1786815196,1786815225,2026-08-15 17:33:16 UTC,ACCEPT,OK,Application,ALB to App Service
2,123456789012,eni-01a_alb_01,198.51.100.210,10.0.1.15,33124,443,6,TCP,35,23905,1786815212,1786815261,2026-08-15 17:33:32 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01b_alb_02,192.0.2.77,10.0.2.18,43263,443,6,TCP,32,37600,1786815230,1786815285,2026-08-15 17:33:50 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-01a_alb_01,198.51.100.101,10.0.1.15,61594,80,6,TCP,35,16625,1786815243,1786815273,2026-08-15 17:34:03 UTC,ACCEPT,OK,Public,Public Ingress HTTPS/HTTP
2,123456789012,eni-100a_rds_01,45.155.205.233,10.0.200.14,53848,1433,6,TCP,1,54,1786815255,1786815294,2026-08-15 17:34:15 UTC,REJECT,OK,Database,SECURITY ALERT: Unauthorized External DB Probe (Blocked by SG)
